date,returns_austria,returns_belgium,returns_finland,returns_france,returns_germany,returns_greece,returns_ireland,returns_italy,returns_netherlands,returns_portugal,returns_spain,returns_sweden,returns_switzerland,returns_uk,,EUI
02/06/2014,0.19%,0.05%,0.80%,-0.08%,0.07%,0.64%,0.00%,0.77%,0.38%,0.67%,0.27%,-0.06%,0.07%,0.46%,,112
03/06/2014,-0.73%,-0.57%,-0.94%,-0.27%,-0.31%,0.57%,-0.07%,-0.64%,-0.04%,-0.48%,-0.47%,-0.33%,-0.32%,-0.63%,,112
04/06/2014,-0.08%,0.01%,0.12%,-0.06%,0.07%,-0.93%,0.82%,-0.16%,-0.13%,0.54%,-0.20%,0.89%,0.15%,-0.10%,,112
05/06/2014,1.16%,0.30%,0.51%,1.05%,0.21%,2.66%,0.31%,1.51%,0.71%,1.02%,1.12%,-1.10%,-0.03%,-0.09%,,112
06/06/2014,0.97%,0.61%,0.00%,0.71%,0.39%,-0.17%,1.23%,1.53%,0.56%,1.50%,1.71%,0.52%,0.06%,0.69%,,112
07/06/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.03%,,112
08/06/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,112
09/06/2014,0.00%,0.16%,1.22%,0.17%,0.21%,1.24%,0.22%,0.81%,0.53%,0.58%,0.90%,0.73%,-0.02%,0.64%,,112
10/06/2014,0.70%,0.30%,-0.09%,0.13%,0.20%,0.97%,-0.16%,0.20%,0.10%,0.74%,-0.09%,0.16%,1.20%,0.04%,,112
11/06/2014,-1.20%,-0.25%,-0.55%,-0.87%,-0.79%,-0.23%,-1.06%,-1.32%,-0.34%,-1.72%,-0.71%,-0.41%,-0.44%,-0.20%,,112
12/06/2014,0.19%,-0.32%,0.17%,-0.02%,-0.11%,0.56%,0.09%,-0.27%,0.07%,-0.89%,0.12%,-0.19%,-0.47%,0.75%,,112
13/06/2014,-0.14%,-0.51%,-0.39%,-0.24%,-0.26%,-2.54%,-1.41%,0.01%,-0.17%,-0.21%,0.23%,0.13%,-0.32%,-0.70%,,112
14/06/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.05%,,112
15/06/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.03%,0.09%,,112
16/06/2014,0.08%,-0.32%,-0.24%,-0.73%,-0.29%,-2.12%,-0.74%,-0.86%,-0.37%,-0.61%,-0.95%,-0.47%,0.17%,-0.63%,,112
17/06/2014,0.14%,0.54%,0.25%,0.58%,0.37%,-0.13%,-0.25%,0.09%,0.49%,0.11%,0.46%,0.16%,0.01%,0.29%,,112
18/06/2014,0.23%,-0.26%,0.33%,-0.13%,0.10%,-0.81%,-1.04%,0.15%,0.22%,-0.54%,0.49%,-0.86%,-0.10%,0.05%,,112
19/06/2014,0.00%,0.70%,0.36%,0.72%,0.74%,0.00%,1.53%,0.84%,0.60%,0.46%,0.68%,-0.38%,0.31%,0.55%,,112
20/06/2014,-0.10%,-0.21%,0.00%,-0.48%,-0.17%,0.00%,-1.23%,-1.03%,-0.02%,-1.37%,-0.29%,-0.32%,0.22%,0.18%,,112
21/06/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.01%,0.01%,,112
22/06/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.05%,0.06%,,112
23/06/2014,-1.32%,-0.54%,0.35%,-0.57%,-0.67%,0.00%,-1.01%,-1.35%,-0.55%,-1.09%,-0.33%,1.07%,-0.63%,-0.35%,,112
24/06/2014,-0.46%,-0.12%,-1.19%,0.06%,0.17%,0.00%,-0.48%,-0.24%,0.05%,-1.51%,-0.11%,-0.14%,0.36%,-0.48%,,112
25/06/2014,-0.99%,-0.96%,-1.40%,-1.29%,-0.71%,0.00%,-0.60%,-0.80%,-0.93%,0.95%,-1.26%,-1.69%,-1.11%,-0.99%,,112
26/06/2014,0.14%,0.43%,0.32%,-0.47%,-0.64%,0.00%,0.20%,-0.40%,-0.27%,-0.19%,0.20%,-0.55%,-0.41%,0.42%,,112
27/06/2014,-0.27%,0.03%,-0.16%,-0.06%,0.10%,-2.02%,0.02%,-0.30%,0.01%,-1.67%,-0.27%,0.28%,0.24%,0.09%,,112
28/06/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,112
29/06/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.05%,0.04%,0.04%,,112
30/06/2014,0.37%,-0.09%,-0.65%,-0.32%,0.18%,1.60%,-0.51%,-0.17%,0.56%,-0.76%,-0.33%,0.34%,0.05%,-0.15%,,112
01/07/2014,0.09%,0.78%,0.67%,0.86%,0.70%,-4.76%,1.10%,1.31%,0.56%,1.44%,0.77%,0.54%,0.63%,1.23%,,120
02/07/2014,0.86%,0.46%,0.37%,-0.37%,0.09%,0.43%,-0.03%,0.53%,0.09%,-0.04%,0.08%,0.17%,-0.02%,0.45%,,120
03/07/2014,0.48%,0.98%,1.28%,1.01%,1.19%,1.12%,1.66%,0.95%,0.88%,-0.16%,0.67%,0.13%,0.87%,1.02%,,120
04/07/2014,-3.06%,-0.54%,-0.73%,-0.47%,-0.20%,-0.95%,-0.49%,-1.50%,-0.20%,-0.82%,-0.73%,-0.88%,-0.20%,0.12%,,120
05/07/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.01%,0.01%,,120
06/07/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.03%,0.05%,,120
07/07/2014,-1.33%,-0.64%,-0.64%,-1.42%,-1.03%,-1.46%,-1.15%,-1.34%,-1.10%,-1.73%,-1.10%,-0.11%,-0.75%,-0.89%,,120
08/07/2014,-1.85%,-1.10%,-1.43%,-1.45%,-1.36%,-1.95%,-1.80%,-2.73%,-1.06%,-3.09%,-1.85%,-1.15%,-0.69%,-1.30%,,120
09/07/2014,0.31%,0.08%,0.20%,0.40%,0.36%,0.00%,0.32%,0.89%,0.18%,-2.16%,0.54%,0.21%,-0.15%,-0.37%,,120
10/07/2014,-1.02%,-0.98%,-1.10%,-1.35%,-1.53%,-3.96%,-0.76%,-1.92%,-1.74%,-4.27%,-2.00%,-1.09%,-0.69%,-0.59%,,120
11/07/2014,0.54%,-0.26%,-0.16%,0.35%,0.07%,2.13%,0.23%,0.61%,0.05%,0.61%,0.05%,0.08%,-0.04%,0.06%,,120
12/07/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.10%,,120
13/07/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,0.02%,0.07%,,120
14/07/2014,1.81%,0.96%,1.74%,0.77%,1.20%,-0.21%,0.96%,0.40%,0.73%,0.63%,0.64%,1.42%,1.08%,0.53%,,120
15/07/2014,-1.54%,-0.11%,-0.73%,-1.03%,-0.65%,1.52%,0.12%,-1.34%,-0.63%,-1.14%,-1.24%,-0.77%,0.03%,0.18%,,120
16/07/2014,0.79%,1.38%,1.59%,1.47%,1.43%,-2.39%,1.20%,3.12%,1.17%,3.02%,1.82%,1.68%,0.55%,1.37%,,120
17/07/2014,-0.68%,-1.06%,-0.63%,-1.22%,-1.07%,0.44%,-0.64%,-2.24%,-0.97%,-0.79%,-1.18%,-1.24%,-0.70%,-0.93%,,120
18/07/2014,-0.79%,0.13%,0.26%,0.44%,-0.35%,-2.00%,-0.71%,0.65%,-0.11%,-0.81%,-0.15%,0.62%,-0.57%,0.05%,,120
19/07/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,0.06%,,120
20/07/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.06%,0.01%,-0.01%,,120
21/07/2014,-0.42%,-0.17%,0.52%,-0.71%,-1.12%,0.46%,-0.50%,-1.49%,-0.17%,0.05%,-0.43%,-0.28%,0.06%,-0.36%,,120
22/07/2014,0.24%,1.27%,0.15%,1.49%,1.26%,-2.75%,0.99%,2.14%,1.04%,1.14%,1.58%,1.53%,0.90%,1.37%,,120
23/07/2014,0.47%,0.42%,0.72%,0.16%,0.20%,2.35%,0.39%,-0.20%,0.14%,1.64%,0.10%,0.12%,0.16%,-0.07%,,120
24/07/2014,-0.16%,0.58%,0.48%,0.78%,0.41%,0.38%,-0.04%,2.01%,0.35%,1.41%,1.87%,0.66%,0.34%,0.01%,,120
25/07/2014,0.05%,-0.89%,-0.20%,-1.83%,-1.54%,2.86%,-0.51%,-0.91%,-1.26%,-0.28%,0.25%,0.33%,-0.77%,-0.25%,,120
26/07/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,120
27/07/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,0.02%,0.02%,,120
28/07/2014,-1.19%,-0.15%,-0.57%,0.33%,-0.48%,0.63%,0.05%,-0.59%,-0.04%,0.29%,-0.08%,-0.51%,-0.47%,-0.08%,,120
29/07/2014,-0.04%,-0.23%,0.02%,0.48%,0.58%,-2.15%,0.64%,0.69%,0.65%,-1.30%,0.20%,-0.24%,-0.06%,0.27%,,120
30/07/2014,-0.22%,-0.97%,-0.49%,-1.23%,-0.62%,-1.85%,-0.69%,-0.94%,0.16%,-3.39%,0.33%,-0.31%,-0.51%,-0.59%,,120
31/07/2014,-1.27%,-0.84%,-1.08%,-1.55%,-1.96%,-1.53%,-1.49%,-1.53%,-0.90%,-3.17%,-2.13%,-1.52%,-0.99%,-0.74%,,120
01/08/2014,-1.30%,-1.24%,-1.05%,-1.03%,-2.12%,-1.06%,-0.71%,-1.02%,-1.43%,-3.09%,-1.82%,-1.12%,0.01%,-1.45%,,133
02/08/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.01%,0.03%,,133
03/08/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.02%,0.01%,,133
04/08/2014,-0.39%,0.06%,0.40%,0.34%,-0.61%,3.84%,-0.27%,0.09%,-0.66%,0.97%,-0.17%,-0.34%,-1.34%,0.24%,,133
05/08/2014,-0.74%,0.17%,-0.45%,0.37%,0.39%,-4.23%,-0.35%,-1.63%,0.61%,-0.65%,-1.37%,0.78%,0.52%,0.57%,,133
06/08/2014,-0.58%,-0.34%,-1.40%,-0.61%,-0.65%,-4.81%,-0.62%,-2.75%,-0.29%,-4.16%,-1.04%,-1.82%,-0.49%,-0.96%,,133
07/08/2014,-0.14%,-0.05%,-0.40%,-1.37%,-1.00%,1.81%,-0.17%,-1.96%,-0.76%,-2.29%,-1.65%,-0.73%,0.23%,-0.54%,,133
08/08/2014,-0.35%,-0.66%,-1.69%,-0.05%,-0.33%,-3.24%,-0.43%,0.33%,-1.01%,-0.81%,0.26%,-0.45%,-0.41%,-1.18%,,133
09/08/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,133
10/08/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.08%,,133
11/08/2014,1.34%,1.26%,1.71%,1.20%,1.88%,-0.06%,1.26%,1.38%,1.63%,-0.90%,0.87%,2.42%,0.72%,1.20%,,133
12/08/2014,-0.65%,-0.10%,0.05%,-0.85%,-1.22%,-0.85%,0.21%,-0.23%,-0.61%,-0.18%,0.47%,-0.50%,0.03%,0.25%,,133
13/08/2014,1.05%,1.03%,0.23%,0.78%,1.42%,2.47%,0.38%,0.62%,0.27%,1.86%,0.61%,0.99%,0.73%,-0.34%,,133
14/08/2014,-0.01%,0.22%,0.12%,0.25%,0.28%,-0.98%,0.95%,-0.29%,0.14%,1.02%,-0.09%,-0.34%,0.61%,0.43%,,133
15/08/2014,0.00%,-0.11%,-0.25%,-0.74%,-1.45%,0.26%,0.28%,0.00%,-0.12%,0.28%,-0.71%,-0.07%,-0.61%,-0.20%,,133
16/08/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,133
17/08/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.03%,0.24%,,133
18/08/2014,0.51%,1.29%,1.01%,1.34%,1.67%,-1.56%,0.84%,0.81%,1.15%,2.34%,1.28%,1.22%,0.93%,1.04%,,133
19/08/2014,0.31%,0.55%,1.25%,0.56%,0.96%,-2.03%,-0.36%,0.03%,0.85%,0.76%,0.32%,0.66%,0.86%,0.22%,,133
20/08/2014,-0.65%,-0.56%,0.40%,-0.32%,-0.21%,2.26%,-0.81%,-0.20%,0.00%,-0.14%,0.33%,-0.37%,0.03%,0.00%,,133
21/08/2014,1.25%,0.79%,0.84%,1.22%,0.93%,0.06%,0.86%,2.04%,0.61%,0.64%,1.29%,0.99%,0.57%,0.03%,,133
22/08/2014,-0.19%,-0.26%,-0.57%,-0.94%,-0.67%,3.04%,-0.11%,-0.47%,-0.32%,-0.57%,-0.53%,-0.32%,-0.19%,0.18%,,133
23/08/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.01%,0.07%,,133
24/08/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.03%,0.18%,,133
25/08/2014,0.93%,0.74%,0.65%,2.08%,1.81%,-0.06%,0.65%,2.27%,1.19%,1.07%,1.79%,0.99%,0.84%,0.20%,,133
26/08/2014,0.61%,0.54%,0.22%,1.17%,0.82%,-0.20%,0.81%,1.32%,0.88%,1.70%,1.27%,0.05%,0.70%,0.69%,,133
27/08/2014,0.22%,0.20%,0.29%,0.04%,-0.19%,2.14%,0.60%,0.57%,0.06%,1.97%,0.10%,-0.07%,0.04%,0.12%,,133
28/08/2014,-2.12%,-0.42%,-1.58%,-0.67%,-1.13%,-0.43%,0.30%,-2.05%,-0.25%,-1.06%,-1.07%,-1.24%,-0.52%,-0.22%,,133
29/08/2014,0.49%,-0.12%,0.57%,0.34%,0.08%,-1.66%,-0.44%,0.53%,0.24%,0.60%,0.06%,0.48%,0.42%,0.63%,,133
30/08/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,,133
31/08/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.01%,-0.03%,,133
01/09/2014,-0.18%,-0.38%,-0.14%,-0.03%,0.09%,0.00%,0.82%,-0.51%,0.27%,-0.57%,0.16%,-0.28%,0.95%,0.24%,,190
02/09/2014,-0.18%,-0.09%,0.61%,-0.03%,0.29%,2.32%,0.10%,0.50%,0.19%,-0.37%,0.08%,-0.13%,0.14%,-0.81%,,190
03/09/2014,1.37%,0.28%,0.83%,0.99%,1.25%,0.00%,1.14%,1.87%,0.53%,1.04%,1.22%,0.71%,0.55%,0.46%,,190
04/09/2014,1.28%,1.13%,1.12%,1.64%,1.01%,0.00%,1.38%,2.78%,1.04%,1.77%,1.94%,0.71%,0.36%,0.86%,,190
05/09/2014,0.14%,-0.08%,-0.26%,-0.19%,0.23%,1.78%,0.07%,-0.11%,-0.11%,0.01%,0.44%,-1.18%,-0.51%,-0.44%,,190
06/09/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,190
07/09/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.04%,-0.67%,,190
08/09/2014,-0.40%,-0.36%,0.11%,-0.26%,0.11%,-0.66%,-1.12%,-0.47%,-0.12%,-0.40%,-0.42%,0.50%,0.28%,-0.65%,,190
09/09/2014,-0.36%,-0.58%,-0.83%,-0.51%,-0.49%,0.81%,0.01%,-0.68%,-0.52%,-1.50%,-1.37%,-0.96%,0.06%,-0.30%,,190
10/09/2014,-0.61%,-0.19%,-0.81%,-0.04%,-0.11%,-1.93%,-0.45%,-0.04%,0.13%,-0.33%,-0.13%,0.58%,-0.41%,0.73%,,190
11/09/2014,-0.45%,-0.28%,-0.37%,-0.22%,-0.09%,1.38%,0.24%,-0.23%,-0.22%,0.02%,-0.47%,-0.80%,0.23%,-0.14%,,190
12/09/2014,-0.49%,-0.08%,-0.21%,0.02%,-0.42%,-0.40%,0.26%,-0.10%,-0.05%,-0.43%,0.02%,0.00%,-0.38%,-0.15%,,190
13/09/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.01%,-0.11%,,190
14/09/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.22%,-0.04%,0.08%,,190
15/09/2014,-0.72%,0.30%,-0.07%,-0.29%,0.09%,2.22%,-0.87%,-1.05%,-0.04%,-1.26%,-0.44%,0.91%,-0.03%,-0.03%,,190
16/09/2014,-1.42%,-0.46%,-0.63%,-0.44%,-0.28%,-6.63%,-0.71%,-0.30%,-0.06%,-0.08%,-0.39%,-0.06%,0.24%,-0.14%,,190
17/09/2014,1.19%,0.50%,0.82%,0.50%,0.30%,-2.14%,0.28%,1.54%,0.11%,0.68%,1.00%,0.99%,0.12%,0.68%,,190
18/09/2014,0.86%,0.78%,0.23%,0.75%,1.40%,-0.59%,1.57%,0.08%,1.00%,0.81%,0.76%,1.36%,0.34%,1.19%,,190
19/09/2014,-0.08%,0.38%,0.94%,-0.08%,0.01%,-2.48%,-1.00%,-0.74%,0.87%,0.11%,0.10%,-0.12%,0.05%,-0.04%,,190
20/09/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.26%,0.02%,0.02%,,190
21/09/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.04%,0.02%,0.05%,,190
22/09/2014,-0.40%,0.00%,-0.12%,-0.42%,-0.51%,2.35%,-0.11%,-1.44%,-0.87%,-0.38%,-0.49%,-0.39%,-0.30%,-0.68%,,190
23/09/2014,-2.31%,-0.97%,-1.24%,-1.89%,-1.60%,-0.44%,-1.07%,-1.57%,-0.77%,-1.55%,-1.34%,-0.86%,-0.59%,-1.28%,,190
24/09/2014,-0.02%,0.57%,0.38%,1.24%,0.70%,-1.32%,0.15%,1.66%,0.62%,-0.77%,0.51%,0.45%,0.27%,0.62%,,190
25/09/2014,-0.30%,-0.34%,-0.56%,-1.33%,-1.59%,0.00%,0.20%,-1.36%,-0.99%,-1.30%,-0.68%,-1.36%,-0.17%,-0.88%,,190
26/09/2014,-0.74%,0.30%,0.13%,0.90%,-0.20%,-6.08%,0.01%,1.86%,0.30%,0.66%,0.63%,-0.15%,0.04%,0.24%,,190
27/09/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.03%,-0.23%,,190
28/09/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,-0.01%,0.29%,,190
29/09/2014,-0.62%,-0.26%,-0.51%,-0.84%,-0.72%,-3.85%,-0.19%,-1.30%,-0.07%,-0.22%,-1.54%,0.09%,0.01%,-0.15%,,190
30/09/2014,0.09%,0.72%,0.64%,1.33%,0.54%,-5.38%,1.19%,1.77%,0.71%,0.62%,1.30%,1.53%,0.73%,-0.05%,,190
01/10/2014,-0.62%,-0.71%,-1.42%,-1.16%,-0.98%,10.10%,-0.70%,-0.89%,-1.04%,-1.00%,-0.67%,-1.55%,-0.58%,-1.09%,,150
02/10/2014,-1.91%,-2.11%,-1.76%,-2.85%,-2.01%,-8.36%,-2.34%,-4.00%,-2.57%,-3.36%,-3.17%,-1.84%,-1.67%,-2.33%,,150
03/10/2014,0.37%,1.20%,1.08%,0.92%,0.00%,0.00%,1.30%,1.53%,1.22%,1.01%,1.42%,0.87%,0.11%,1.30%,,150
04/10/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.04%,0.08%,,150
05/10/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,-0.01%,-0.02%,,150
06/10/2014,0.70%,0.03%,1.05%,0.11%,0.15%,-0.17%,0.57%,-0.40%,0.26%,-0.25%,0.74%,-0.05%,0.30%,0.15%,,150
07/10/2014,-1.13%,-1.54%,-1.87%,-1.82%,-1.35%,-2.93%,-2.65%,-1.74%,-1.40%,-0.55%,-2.04%,-2.32%,-1.80%,-1.05%,,150
08/10/2014,-1.13%,-0.71%,-1.42%,-0.98%,-1.01%,0.18%,-1.54%,-0.64%,-0.75%,-2.07%,-0.88%,-0.62%,-0.56%,-0.32%,,150
09/10/2014,-0.41%,-0.24%,-0.24%,-0.64%,0.11%,1.04%,-1.18%,-1.35%,-0.20%,-2.20%,-0.63%,-1.16%,-0.28%,-0.67%,,150
10/10/2014,-1.70%,-1.65%,-1.63%,-1.65%,-2.43%,-2.69%,-1.67%,-0.94%,-1.75%,-1.07%,-1.21%,-1.35%,-1.16%,-1.28%,,150
11/10/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.02%,-0.64%,,150
12/10/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.07%,0.62%,,150
13/10/2014,1.02%,-0.74%,-0.15%,0.12%,0.27%,0.88%,-0.61%,-0.32%,-0.34%,0.25%,0.36%,0.10%,-0.39%,-0.40%,,150
14/10/2014,-0.21%,-0.14%,0.51%,0.23%,0.14%,-5.89%,0.78%,0.08%,-0.26%,0.26%,0.17%,-0.07%,0.05%,-0.01%,,150
15/10/2014,-2.74%,-3.37%,-3.15%,-3.70%,-2.91%,0.57%,-2.62%,-4.54%,-3.52%,-3.27%,-3.66%,-3.02%,-2.33%,-3.59%,,150
16/10/2014,-0.35%,-0.96%,0.03%,-0.54%,0.13%,-1.27%,-0.77%,-1.21%,-0.90%,-3.26%,-1.73%,0.32%,-1.11%,0.38%,,150
17/10/2014,2.26%,3.41%,3.27%,2.88%,3.07%,2.38%,3.17%,3.36%,2.83%,2.60%,2.93%,3.01%,2.32%,2.24%,,150
18/10/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.02%,,150
19/10/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.01%,0.10%,,150
20/10/2014,0.11%,-0.60%,-0.66%,-1.05%,-1.51%,4.11%,0.59%,-0.86%,-0.69%,-0.17%,-0.42%,-0.60%,0.47%,-0.65%,,150
21/10/2014,1.97%,2.05%,2.00%,2.23%,1.92%,0.80%,2.85%,2.75%,2.59%,2.58%,2.36%,2.28%,1.47%,2.03%,,150
22/10/2014,0.43%,0.99%,1.20%,0.58%,0.60%,3.32%,1.01%,1.09%,0.38%,0.31%,0.96%,0.47%,1.23%,0.52%,,150
23/10/2014,0.77%,0.32%,0.78%,1.27%,1.19%,-0.33%,0.08%,0.87%,0.22%,0.52%,0.81%,1.50%,0.44%,0.21%,,150
24/10/2014,0.58%,0.21%,-1.03%,-0.69%,-0.66%,4.14%,-0.63%,0.31%,-0.19%,-0.77%,0.05%,-0.36%,-0.17%,-0.29%,,150
25/10/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.04%,0.01%,,150
26/10/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,-0.04%,-0.05%,,150
27/10/2014,0.27%,-0.49%,-0.30%,-0.78%,-0.95%,-1.57%,0.05%,-2.42%,-0.27%,-0.86%,-1.40%,-0.75%,-0.08%,-0.37%,,150
28/10/2014,0.73%,1.55%,1.86%,0.39%,1.84%,1.52%,0.44%,2.33%,1.56%,2.17%,1.94%,0.70%,1.27%,0.43%,,150
29/10/2014,-0.70%,0.23%,-0.12%,-0.05%,0.16%,-1.42%,-0.60%,-1.65%,-0.04%,-0.83%,-1.42%,1.04%,0.26%,0.79%,,150
30/10/2014,1.16%,0.10%,0.47%,0.74%,0.35%,-13.00%,0.11%,0.19%,0.65%,-1.48%,0.16%,1.01%,0.79%,0.28%,,150
31/10/2014,1.02%,1.16%,1.17%,2.19%,2.30%,-0.34%,2.06%,3.02%,1.87%,1.96%,2.06%,1.11%,1.35%,1.93%,,150
01/11/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.22%,-0.64%,,152
02/11/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.23%,0.69%,,152
03/11/2014,0.28%,-1.06%,-0.66%,-0.93%,-0.81%,3.12%,1.29%,-2.11%,-0.56%,-0.24%,-0.99%,-1.07%,-0.94%,-0.83%,,152
04/11/2014,-0.34%,-0.38%,-0.78%,-1.53%,-0.93%,4.31%,-0.25%,-2.27%,-1.29%,-2.88%,-2.14%,0.03%,-0.31%,-0.79%,,152
05/11/2014,-0.78%,1.53%,1.44%,1.88%,1.61%,-2.51%,1.60%,2.57%,1.69%,1.75%,1.20%,1.67%,1.47%,1.66%,,152
06/11/2014,0.15%,0.13%,0.08%,0.46%,0.66%,3.45%,0.19%,-0.73%,0.60%,0.53%,-0.15%,0.07%,0.18%,0.19%,,152
07/11/2014,-0.12%,-0.61%,-1.13%,-0.90%,-0.92%,0.25%,-1.48%,-0.99%,-0.42%,-0.69%,-1.33%,-0.56%,-0.52%,-0.19%,,152
08/11/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,,152
09/11/2014,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,-0.02%,0.04%,,152
10/11/2014,0.71%,0.68%,0.88%,0.78%,0.64%,-6.96%,0.08%,0.85%,0.85%,1.91%,1.44%,0.31%,0.59%,0.72%,,152
11/11/2014,0.22%,0.31%,0.51%,0.50%,0.18%,3.27%,0.01%,-0.02%,0.05%,-0.06%,0.64%,0.72%,0.29%,0.35%,,152
